completed_work.PROGRAM_KEY,WORKCENTER,completed_work.WEEK_ENDING,PLANT_KEY,SumOfTOTAL_PLANNED_HRS,SITE_CD,SumOfTOTAL_COST_AMT,SumOfTOTAL_HRS,SumOfDEFECT_QTY,SumOfREWORK_HRS,SumOfREPAIR_HRS,SumOfREFAB_HRS,RESP_WORKCENTER
EG,M0665716,2019/04/06,1500,68.045,,,,,,,,
EG,M0665716,2019/04/13,1500,56.931,,,,,,,,
EG,M0665716,2019/04/20,1500,75.629,,,,,,,,
EG,M0665716,2019/04/27,1500,58.835,,,,,,,,
EG,M0665716,2019/05/04,1500,50.348,,,,,,,,
EG,M0665716,2019/05/11,1500,102.978,,,,,,,,
EG,M0665716,2019/05/18,1500,49.767,,,,,,,,
EG,M0665716,2019/05/25,1500,81.902,,,,,,,,
EG,M0665716,2019/06/01,1500,67.464,,,,,,,,
EG,M0665716,2019/06/08,1500,53.5,,,,,,,,
EG,M0665716,2019/06/15,1500,58.047,1500,181,$0.00,1,$0.00,$0.00,$0.00,M0665716
EG,M0665716,2019/06/22,1500,54.481,,,,,,,,
EG,M0665716,2019/06/29,1500,94.427,,,,,,,,
EG,M0665716,2019/07/06,1500,60.414,,,,,,,,
EG,M0665716,2019/07/13,1500,60.356,,,,,,,,
EG,M0665716,2019/07/20,1500,105.004,,,,,,,,
EG,M0665716,2019/07/27,1500,94.151,1500,2038,$0.00,1,$0.00,$0.00,$0.00,M0665716
EU,M0665717,2018/01/06,1500,2.493,,,,,,,,
EU,M0665717,2018/01/13,1500,12.579,,,,,,,,
EU,M0665717,2018/01/20,1500,25.279,,,,,,,,
EU,M0665717,2018/01/27,1500,37.973,,,,,,,,
EU,M0665717,2018/02/03,1500,32.924,,,,,,,,
EU,M0665717,2018/02/10,1500,27.775,,,,,,,,
EU,M0665717,2018/02/17,1500,40.744,,,,,,,,
EU,M0665717,2018/02/24,1500,64.292,,,,,,,,
EU,M0665717,2018/03/03,1500,65.069,1500,255,$0.57,1,$0.00,$0.57,$0.00,M0665717
EU,M0665717,2018/03/10,1500,36.632,,,,,,,,
EU,M0665717,2018/03/17,1500,21.574,,,,,,,,
EU,M0665717,2018/03/24,1500,8.628,,,,,,,,
EU,M0665717,2018/03/31,1500,10.309,,,,,,,,
EU,M0665717,2018/04/07,1500,3.596,,,,,,,,
EU,M0665717,2018/04/14,1500,3.358,,,,,,,,
EU,M0665717,2018/05/12,1500,1.232,,,,,,,,
EU,M0665717,2018/05/26,1500,4.248,,,,,,,,
BV,M0665721,2018/01/06,1500,1.388,,,,,,,,
BV,M0665721,2018/01/13,1500,9.848,,,,,,,,
BV,M0665721,2018/01/20,1500,65.024,,,,,,,,
BV,M0665721,2018/01/27,1500,10.104,,,,,,,,
BV,M0665721,2018/02/03,1500,80.429,,,,,,,,
BV,M0665721,2018/02/10,1500,41.607,,,,,,,,
BV,M0665721,2018/02/17,1500,70.154,,,,,,,,
BV,M0665721,2018/02/24,1500,42.934,,,,,,,,
BV,M0665721,2018/03/03,1500,52.012,,,,,,,,
BV,M0665721,2018/03/10,1500,19.958,,,,,,,,
BV,M0665721,2018/03/17,1500,29.682,,,,,,,,
BV,M0665721,2018/03/24,1500,44.005,,,,,,,,
BV,M0665721,2018/03/31,1500,52.134,,,,,,,,
BV,M0665721,2018/04/07,1500,30.319,,,,,,,,
BV,M0665721,2018/04/21,1500,38.57,,,,,,,,
BV,M0665721,2018/04/28,1500,47.673,,,,,,,,
BV,M0665721,2018/05/05,1500,15.987,1500,96,$1.26,2,$1.26,$0.00,$0.00,M0665721
BV,M0665721,2018/05/12,1500,52.448,,,,,,,,
BV,M0665721,2018/05/19,1500,56.759,,,,,,,,
BV,M0665721,2018/05/26,1500,9.474,,,,,,,,
BV,M0665721,2018/06/02,1500,9.031,,,,,,,,
BV,M0665721,2018/06/09,1500,21.533,,,,,,,,
BV,M0665721,2018/06/16,1500,23.496,,,,,,,,
BV,M0665721,2018/06/23,1500,9.41,,,,,,,,
BV,M0665721,2018/06/30,1500,16.796,,,,,,,,
BV,M0665721,2018/07/07,1500,34.785,1500,211,$0.00,46,$0.00,$0.00,$0.00,M0665721
BV,M0665721,2018/07/14,1500,27.217,1500,422,$0.00,70,$0.00,$0.00,$0.00,M0665721
BV,M0665721,2018/07/21,1500,29.685,,,,,,,,
BV,M0665721,2018/07/28,1500,59.306,1500,422,$0.00,2,$0.00,$0.00,$0.00,M0665721
BV,M0665721,2018/08/04,1500,15.965,,,,,,,,
BV,M0665721,2018/08/11,1500,69.395,1500,633,$0.00,116,$0.00,$0.00,$0.00,M0665721
BV,M0665721,2018/08/18,1500,11.669,1500,56,$0.73,1,$0.73,$0.00,$0.00,M0665721
BV,M0665721,2018/08/25,1500,21.332,,,,,,,,
BV,M0665721,2018/09/01,1500,81.712,1500,681,$0.63,117,$0.63,$0.00,$0.00,M0665721
BV,M0665721,2018/09/08,1500,10.799,,,,,,,,
BV,M0665721,2018/09/15,1500,41.412,1500,211,$0.00,46,$0.00,$0.00,$0.00,M0665721
BV,M0665721,2018/09/22,1500,1.388,1500,211,$0.00,1,$0.00,$0.00,$0.00,M0665721
BV,M0665721,2018/09/29,1500,6.189,1500,344,$4.48,9,$4.48,$0.00,$0.00,M0665721
BV,M0665721,2018/10/13,1500,69.126,1500,211,$0.00,46,$0.00,$0.00,$0.00,M0665721
BV,M0665721,2018/10/20,1500,65.213,1500,211,$0.00,46,$0.00,$0.00,$0.00,M0665721
BV,M0665721,2018/10/27,1500,19.133,,,,,,,,
BV,M0665721,2018/11/03,1500,14.197,1500,255,$0.57,47,$0.57,$0.00,$0.00,M0665721
BV,M0665721,2018/11/10,1500,12.504,1500,422,$0.00,92,$0.00,$0.00,$0.00,M0665721
BV,M0665721,2018/11/17,1500,53.467,,,,,,,,
BV,M0665721,2018/11/24,1500,61.439,,,,,,,,
BV,M0665721,2018/12/01,1500,55.818,,,,,,,,
BV,M0665721,2018/12/08,1500,41.665,1500,1190,$10.00,48,$0.00,$10.00,$0.00,M0665721
BV,M0665721,2018/12/15,1500,16.546,,,,,,,,
BV,M0665721,2018/12/29,1500,2.02,,,,,,,,
BV,M0665721,2019/01/05,1500,10.104,,,,,,,,
BV,M0665721,2019/01/12,1500,27.793,1500,294,$1.08,1,$0.00,$1.08,$0.00,M0665721
BV,M0665721,2019/01/19,1500,49.773,,,,,,,,
BV,M0665721,2019/02/02,1500,13.847,,,,,,,,
BV,M0665721,2019/02/09,1500,29.623,,,,,,,,
BV,M0665721,2019/02/16,1500,6.569,,,,,,,,
BV,M0665721,2019/02/23,1500,2.58,,,,,,,,
BV,M0665721,2019/03/02,1500,4.105,,,,,,,,
BV,M0665721,2019/03/09,1500,17.07,,,,,,,,
BV,M0665721,2019/03/16,1500,33.094,,,,,,,,
BV,M0665721,2019/03/23,1500,3.27,,,,,,,,
BV,M0665721,2019/03/30,1500,7.968,,,,,,,,
BV,M0665721,2019/04/13,1500,42,,,,,,,,
BV,M0665721,2019/04/27,1500,3.157,,,,,,,,
BV,M0665721,2019/05/04,1500,19.068,,,,,,,,
BV,M0665721,2019/05/11,1500,0.126,,,,,,,,
BV,M0665721,2019/05/18,1500,10.155,,,,,,,,
BV,M0665721,2019/05/25,1500,63.605,,,,,,,,
BV,M0665721,2019/06/01,1500,13.018,,,,,,,,
BV,M0665721,2019/06/08,1500,72.14,,,,,,,,
BV,M0665721,2019/06/15,1500,17.598,,,,,,,,
BV,M0665721,2019/06/22,1500,7.325,,,,,,,,
BV,M0665721,2019/06/29,1500,58.549,,,,,,,,
BV,M0665721,2019/07/13,1500,37.129,,,,,,,,
BV,M0665721,2019/07/20,1500,39.489,,,,,,,,
BV,M0665721,2019/07/27,1500,41.296,,,,,,,,
WC,M0665722,2018/02/03,1500,1.077,1500,112,$1.46,2,$1.46,$0.00,$0.00,M0665722
WC,M0665722,2018/02/10,1500,1.517,,,,,,,,
WC,M0665722,2018/02/17,1500,3.277,,,,,,,,
WC,M0665722,2018/02/24,1500,3.995,,,,,,,,
WC,M0665722,2018/03/03,1500,2.837,,,,,,,,
WC,M0665722,2018/03/10,1500,0.88,,,,,,,,
WC,M0665722,2018/03/17,1500,0.718,,,,,,,,
WC,M0665722,2018/03/24,1500,0.88,,,,,,,,
WC,M0665722,2018/06/30,1500,2.316,,,,,,,,
WC,M0665722,2018/07/07,1500,0.359,,,,,,,,
WC,M0665722,2018/07/14,1500,1.32,,,,,,,,
WC,M0665722,2018/07/28,1500,0.359,,,,,,,,
WC,M0665722,2018/08/11,1500,0.44,,,,,,,,
WC,M0665722,2018/09/29,1500,0.359,,,,,,,,
WC,M0665722,2018/10/06,1500,1.517,,,,,,,,
WC,M0665722,2018/10/13,1500,1.239,,,,,,,,
WC,M0665722,2018/10/20,1500,0.359,,,,,,,,
WC,M0665722,2018/10/27,1500,0.88,,,,,,,,
WC,M0665722,2018/12/08,1500,0.44,,,,,,,,
WC,M0665722,2019/01/19,1500,1.077,,,,,,,,
WC,M0665722,2019/01/26,1500,1.795,,,,,,,,
WC,M0665722,2019/02/02,1500,4.678,,,,,,,,
WC,M0665722,2019/02/09,1500,1.517,,,,,,,,
WC,M0665722,2019/02/16,1500,0.359,,,,,,,,
WC,M0665722,2019/02/23,1500,2.837,,,,,,,,
WC,M0665722,2019/03/02,1500,2.038,,,,,,,,
WC,M0665722,2019/03/09,1500,0.359,,,,,,,,
WC,M0665722,2019/03/16,1500,1.239,,,,,,,,
WC,M0665722,2019/03/23,1500,0.44,,,,,,,,
WC,M0665722,2019/03/30,1500,1.158,,,,,,,,
WC,M0665722,2019/04/20,1500,1.239,,,,,,,,
WC,M0665722,2019/04/27,1500,1.077,,,,,,,,
WC,M0665722,2019/05/04,1500,0.718,,,,,,,,
WC,M0665722,2019/05/11,1500,2.119,,,,,,,,
WC,M0665722,2019/06/01,1500,1.32,,,,,,,,
WC,M0665722,2019/07/20,1500,0.718,,,,,,,,
WX,M0665722,2018/01/06,1500,0.359,,,,,,,,
WX,M0665722,2018/01/13,1500,0.799,,,,,,,,
WX,M0665722,2018/01/20,1500,1.239,,,,,,,,
WX,M0665722,2018/02/17,1500,1.598,,,,,,,,
WX,M0665722,2018/03/03,1500,0.799,,,,,,,,
ET,M0665733,2018/01/06,1500,12.064,,,,,,,,
ET,M0665733,2018/01/13,1500,1.508,,,,,,,,
ET,M0665733,2018/01/27,1500,3.016,,,,,,,,
ET,M0665733,2018/02/17,1500,15.08,,,,,,,,
ET,M0665733,2018/03/03,1500,3.016,,,,,,,,
ET,M0665733,2018/03/17,1500,1.508,,,,,,,,
ET,M0665733,2018/03/24,1500,6.032,,,,,,,,
ET,M0665733,2018/03/31,1500,1.508,,,,,,,,
ET,M0665733,2018/04/07,1500,1.508,,,,,,,,
ET,M0665733,2018/04/21,1500,1.508,,,,,,,,
ET,M0665733,2018/04/28,1500,3.016,1500,895,$0.00,1,$0.00,$0.00,$0.00,M0665733
ET,M0665733,2018/05/05,1500,6.032,,,,,,,,
ET,M0665733,2018/05/12,1500,3.016,,,,,,,,
ET,M0665733,2018/05/19,1500,9.048,,,,,,,,
ET,M0665733,2018/06/16,1500,10.556,,,,,,,,
ET,M0665733,2018/06/23,1500,3.016,,,,,,,,
ET,M0665733,2018/06/30,1500,7.54,,,,,,,,
ET,M0665733,2018/07/21,1500,3.016,,,,,,,,
ET,M0665733,2018/07/28,1500,4.524,,,,,,,,
ET,M0665733,2018/08/04,1500,7.54,,,,,,,,
ET,M0665733,2018/08/11,1500,9.048,,,,,,,,
ET,M0665733,2018/08/18,1500,7.54,,,,,,,,
ET,M0665733,2018/08/25,1500,3.016,,,,,,,,
ET,M0665733,2018/09/22,1500,1.508,,,,,,,,
ET,M0665733,2018/09/29,1500,9.048,,,,,,,,
ET,M0665733,2018/11/10,1500,10.556,,,,,,,,
ET,M0665733,2019/01/12,1500,1.508,,,,,,,,
ET,M0665733,2019/01/26,1500,9.048,,,,,,,,
ET,M0665733,2019/03/02,1500,10.556,,,,,,,,
ET,M0665733,2019/03/16,1500,1.508,,,,,,,,
ET,M0665733,2019/04/13,1500,9.048,,,,,,,,
ET,M0665733,2019/04/27,1500,4.524,,,,,,,,
ET,M0665733,2019/05/11,1500,7.54,,,,,,,,
ET,M0665733,2019/07/27,1500,10.556,,,,,,,,
EU,M0665735,2018/01/06,1500,109.007,,,,,,,,
EU,M0665735,2018/01/13,1500,249.308,1500,269,$0.76,1,$0.00,$0.76,$0.00,M0665735
EU,M0665735,2018/01/20,1500,256.49,,,,,,,,
EU,M0665735,2018/01/27,1500,318.301,1500,704,$0.00,1,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2018/02/03,1500,322.016,1500,887,$0.00,2,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2018/02/10,1500,288.659,1500,1734,$0.00,1,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2018/02/17,1500,316.839,,,,,,,,
EU,M0665735,2018/02/24,1500,356.979,,,,,,,,
EU,M0665735,2018/03/03,1500,370.989,,,,,,,,
EU,M0665735,2018/03/10,1500,375.119,1500,1034,$0.63,12,$0.63,$0.00,$0.00,M0665735
EU,M0665735,2018/03/17,1500,390.979,1500,625,$0.00,1,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2018/03/24,1500,433.657,,,,,,,,
EU,M0665735,2018/03/31,1500,478.939,1500,2006,$0.63,4,$0.63,$0.00,$0.00,M0665735
EU,M0665735,2018/04/07,1500,468.066,1500,1007,$0.00,2,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2018/04/14,1500,553.049,1500,567,$0.00,1,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2018/04/21,1500,573.509,1500,1505,$0.00,3,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2018/04/28,1500,531.876,1500,1799,$0.00,2,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2018/05/05,1500,438.943,1500,626,$0.00,1,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2018/05/12,1500,491.193,1500,4647,$0.00,19,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2018/05/19,1500,439.205,1500,2075,$0.00,3,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2018/05/26,1500,357.786,,,,,,,,
EU,M0665735,2018/06/02,1500,244.943,,,,,,,,
EU,M0665735,2018/06/09,1500,389.635,1500,214,$0.00,1,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2018/06/16,1500,411.595,,,,,,,,
EU,M0665735,2018/06/23,1500,404.93,,,,,,,,
EU,M0665735,2018/06/30,1500,364.955,,,,,,,,
EU,M0665735,2018/07/07,1500,310.489,1500,245,$0.44,1,$0.00,$0.44,$0.00,M0665735
EU,M0665735,2018/07/14,1500,417.522,1500,582,$0.00,2,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2018/07/21,1500,316.144,,,,,,,,
EU,M0665735,2018/07/28,1500,391.166,1500,704,$0.00,1,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2018/08/04,1500,358.024,,,,,,,,
EU,M0665735,2018/08/11,1500,361.445,,,,,,,,
EU,M0665735,2018/08/18,1500,382.516,,,,,,,,
EU,M0665735,2018/08/25,1500,415.966,1500,553,$0.00,1,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2018/09/01,1500,317.422,1500,147,$0.00,1,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2018/09/08,1500,249.552,1500,261,$0.65,1,$0.00,$0.65,$0.00,M0665735
EU,M0665735,2018/09/15,1500,384.089,,,,,,,,
EU,M0665735,2018/09/22,1500,351.375,1500,1659,$0.67,9,$0.67,$0.00,$0.00,M0665735
EU,M0665735,2018/09/29,1500,357.864,1500,259,$0.63,1,$0.00,$0.63,$0.00,M0665735
EU,M0665735,2018/10/06,1500,347.836,1500,245,$0.44,1,$0.00,$0.44,$0.00,M0665735
EU,M0665735,2018/10/13,1500,310.665,,,,,,,,
EU,M0665735,2018/10/20,1500,305.303,,,,,,,,
EU,M0665735,2018/10/27,1500,310.575,1500,1072,$3.07,6,$3.07,$0.00,$0.00,M0665735
EU,M0665735,2018/11/03,1500,325.145,1500,269,$0.76,1,$0.00,$0.76,$0.00,M0665735
EU,M0665735,2018/11/10,1500,289.585,,,,,,,,
EU,M0665735,2018/11/17,1500,267.404,,,,,,,,
EU,M0665735,2018/11/24,1500,332.443,,,,,,,,
EU,M0665735,2018/12/01,1500,389.803,,,,,,,,
EU,M0665735,2018/12/08,1500,426.873,,,,,,,,
EU,M0665735,2018/12/15,1500,401.007,1500,48,$0.63,1,$0.63,$0.00,$0.00,M0665735
EU,M0665735,2018/12/22,1500,343.949,1500,35,$0.46,4,$0.46,$0.00,$0.00,M0665735
EU,M0665735,2018/12/29,1500,138.902,,,,,,,,
EU,M0665735,2019/01/05,1500,245.937,1500,269,$0.76,1,$0.00,$0.76,$0.00,M0665735
EU,M0665735,2019/01/12,1500,344.379,,,,,,,,
EU,M0665735,2019/01/19,1500,333.645,,,,,,,,
EU,M0665735,2019/01/26,1500,336.971,,,,,,,,
EU,M0665735,2019/02/02,1500,365.615,1500,883,$1.47,4,$1.47,$0.00,$0.00,M0665735
EU,M0665735,2019/02/09,1500,368.034,1500,704,$0.00,1,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2019/02/16,1500,334.987,,,,,,,,
EU,M0665735,2019/02/23,1500,389.325,1500,1227,$0.00,2,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2019/03/02,1500,392.753,1500,259,$0.63,1,$0.00,$0.63,$0.00,M0665735
EU,M0665735,2019/03/09,1500,384.61,,,,,,,,
EU,M0665735,2019/03/16,1500,375.298,,,,,,,,
EU,M0665735,2019/03/23,1500,408.492,1500,764,$0.00,2,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2019/03/30,1500,399.051,1500,728,$0.00,2,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2019/04/06,1500,464.858,1500,558,$0.00,6,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2019/04/13,1500,367.568,1500,570,$0.00,1,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2019/04/20,1500,327.673,1500,3727,$4.17,10,$0.00,$4.17,$0.00,M0665735
EU,M0665735,2019/04/27,1500,357.112,,,,,,,,
EU,M0665735,2019/05/04,1500,378.74,,,,,,,,
EU,M0665735,2019/05/11,1500,406.838,1500,567,$0.00,1,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2019/05/18,1500,447.566,,,,,,,,
EU,M0665735,2019/05/25,1500,363.013,1500,1771,$0.00,3,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2019/06/01,1500,353.799,,,,,,,,
EU,M0665735,2019/06/08,1500,390.946,1500,103,$0.00,5,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2019/06/15,1500,374.554,1500,211,$0.00,1,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2019/06/22,1500,398.791,1500,788,$0.76,2,$0.00,$0.76,$0.00,M0665735
EU,M0665735,2019/06/29,1500,385.705,1500,1161,$1.39,9,$0.00,$1.39,$0.00,M0665735
EU,M0665735,2019/07/06,1500,357.729,,,,,,,,
EU,M0665735,2019/07/13,1500,438.619,1500,3132,$1.39,16,$0.00,$1.39,$0.00,M0665735
EU,M0665735,2019/07/20,1500,439.889,1500,534,$0.00,1,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2019/07/27,1500,377.429,1500,422,$0.00,2,$0.00,$0.00,$0.00,M0665735
EU,M0665735,2019/08/03,1500,16.362,,,,,,,,
GC,M0665744,2018/01/06,1500,13.007,1500,525,$0.00,1,$0.00,$0.00,$0.00,M0665744
GC,M0665744,2018/01/13,1500,36.583,,,,,,,,
GC,M0665744,2018/01/27,1500,5.693,,,,,,,,
GC,M0665744,2018/02/03,1500,2.91,,,,,,,,
GC,M0665744,2018/02/10,1500,7.51,,,,,,,,
GC,M0665744,2018/02/17,1500,3.802,,,,,,,,
GC,M0665744,2018/02/24,1500,3.79,,,,,,,,
GC,M0665744,2018/03/03,1500,9.191,,,,,,,,
GC,M0665744,2018/03/10,1500,6.212,,,,,,,,
GC,M0665744,2018/03/17,1500,10.474,,,,,,,,
GC,M0665744,2018/03/24,1500,17.701,,,,,,,,
GC,M0665744,2018/03/31,1500,15.829,,,,,,,,
GC,M0665744,2018/04/07,1500,40.505,,,,,,,,
GC,M0665744,2018/04/14,1500,30.677,1500,422,$0.00,2,$0.00,$0.00,$0.00,M0665744
GC,M0665744,2018/04/21,1500,34.917,,,,,,,,
GC,M0665744,2018/04/28,1500,41.377,,,,,,,,
GC,M0665744,2018/05/05,1500,66.314,,,,,,,,
GC,M0665744,2018/05/12,1500,12.842,,,,,,,,
GC,M0665744,2018/05/19,1500,20.06,,,,,,,,
GC,M0665744,2018/05/26,1500,33.789,,,,,,,,
GC,M0665744,2018/06/02,1500,10.985,,,,,,,,
GC,M0665744,2018/06/09,1500,15.181,,,,,,,,
GC,M0665744,2018/06/16,1500,20.101,,,,,,,,
GC,M0665744,2018/06/23,1500,23.031,,,,,,,,
GC,M0665744,2018/06/30,1500,28.921,,,,,,,,
GC,M0665744,2018/07/07,1500,7.707,,,,,,,,
GC,M0665744,2018/07/14,1500,22.223,,,,,,,,
GC,M0665744,2018/07/21,1500,40.992,,,,,,,,
GC,M0665744,2018/07/28,1500,19.809,,,,,,,,
GC,M0665744,2018/08/04,1500,23.913,,,,,,,,
GC,M0665744,2018/08/11,1500,25.168,,,,,,,,
GC,M0665744,2018/08/18,1500,22.34,,,,,,,,
GC,M0665744,2018/08/25,1500,17.408,,,,,,,,
GC,M0665744,2018/09/01,1500,23.748,,,,,,,,
GC,M0665744,2018/09/08,1500,13.287,1500,211,$0.00,1,$0.00,$0.00,$0.00,M0665744
GC,M0665744,2018/09/15,1500,17.116,,,,,,,,
GC,M0665744,2018/09/22,1500,8.165,,,,,,,,
GC,M0665744,2018/09/29,1500,4.193,,,,,,,,
GC,M0665744,2018/10/06,1500,8.591,,,,,,,,
GC,M0665744,2018/10/13,1500,7.362,,,,,,,,
GC,M0665744,2018/10/20,1500,2.798,,,,,,,,
GC,M0665744,2018/10/27,1500,0.5,,,,,,,,
GC,M0665744,2018/11/10,1500,0.5,,,,,,,,
GC,M0665744,2018/11/17,1500,0.5,,,,,,,,
GC,M0665744,2018/11/24,1500,2.794,,,,,,,,
GC,M0665744,2018/12/01,1500,1.798,,,,,,,,
GC,M0665744,2018/12/15,1500,5.894,,,,,,,,
GC,M0665744,2019/01/05,1500,0.13,,,,,,,,
GC,M0665744,2019/01/12,1500,3.294,,,,,,,,
GC,M0665744,2019/01/19,1500,0.5,,,,,,,,
GC,M0665744,2019/01/26,1500,10.788,,,,,,,,
GC,M0665744,2019/02/02,1500,1.798,,,,,,,,
GC,M0665744,2019/02/09,1500,5.394,,,,,,,,
GC,M0665744,2019/02/16,1500,20.773,,,,,,,,
GC,M0665744,2019/02/23,1500,14.941,,,,,,,,
GC,M0665744,2019/03/02,1500,4.995,,,,,,,,
GC,M0665744,2019/03/09,1500,8.161,,,,,,,,
GC,M0665744,2019/03/23,1500,13.164,,,,,,,,
GC,M0665744,2019/03/30,1500,6.532,,,,,,,,
GC,M0665744,2019/04/06,1500,14.481,,,,,,,,
GC,M0665744,2019/04/13,1500,0.5,,,,,,,,
GC,M0665744,2019/04/20,1500,9.16,,,,,,,,
GC,M0665744,2019/04/27,1500,19.292,,,,,,,,
GC,M0665744,2019/05/04,1500,19.778,,,,,,,,
GC,M0665744,2019/05/11,1500,17.182,,,,,,,,
GC,M0665744,2019/05/18,1500,19.177,,,,,,,,
GC,M0665744,2019/05/25,1500,22.575,,,,,,,,
GC,M0665744,2019/06/01,1500,4.495,,,,,,,,
GC,M0665744,2019/06/08,1500,30.264,,,,,,,,
GC,M0665744,2019/06/15,1500,18.18,,,,,,,,
GC,M0665744,2019/06/22,1500,19.55,,,,,,,,
GC,M0665744,2019/06/29,1500,19.219,,,,,,,,
GC,M0665744,2019/07/06,1500,1.798,,,,,,,,
GC,M0665744,2019/07/13,1500,4.595,,,,,,,,
GC,M0665744,2019/07/20,1500,11.482,,,,,,,,
GC,M0665744,2019/07/27,1500,12.62,,,,,,,,
WN,M0665746,2018/01/06,1500,8.408,,,,,,,,
WN,M0665746,2018/01/13,1500,7.704,,,,,,,,
WN,M0665746,2018/01/20,1500,5.604,,,,,,,,
WN,M0665746,2018/01/27,1500,3.714,,,,,,,,
WN,M0665746,2018/02/03,1500,10.965,,,,,,,,
WN,M0665746,2018/02/10,1500,10.475,,,,,,,,
WN,M0665746,2018/02/17,1500,2.528,,,,,,,,
WN,M0665746,2018/02/24,1500,11.665,,,,,,,,
WN,M0665746,2018/03/03,1500,11.179,,,,,,,,
WN,M0665746,2018/03/10,1500,11.636,,,,,,,,
WN,M0665746,2018/03/17,1500,15.136,,,,,,,,
WN,M0665746,2018/03/24,1500,4.9,,,,,,,,
WN,M0665746,2018/03/31,1500,10.722,,,,,,,,
WN,M0665746,2018/04/07,1500,5.604,,,,,,,,
WN,M0665746,2018/04/14,1500,14.008,,,,,,,,
WN,M0665746,2018/04/21,1500,5.571,,,,,,,,
WN,M0665746,2018/04/28,1500,12.793,,,,,,,,
WN,M0665746,2018/05/05,1500,6.275,,,,,,,,
WN,M0665746,2018/05/12,1500,4.628,,,,,,,,
WN,M0665746,2018/05/19,1500,14.197,,,,,,,,
WN,M0665746,2018/05/26,1500,1.371,,,,,,,,
WN,M0665746,2018/06/02,1500,4.418,,,,,,,,
WN,M0665746,2018/06/09,1500,5.818,,,,,,,,
WN,M0665746,2018/06/16,1500,5.713,,,,,,,,
WN,M0665746,2018/06/23,1500,6.032,,,,,,,,
WN,M0665746,2018/06/30,1500,3.471,,,,,,,,
WN,M0665746,2018/07/07,1500,0.914,,,,,,,,
WN,M0665746,2018/07/14,1500,7.922,,,,,,,,
WN,M0665746,2018/07/21,1500,9.779,,,,,,,,
WN,M0665746,2018/07/28,1500,10.022,,,,,,,,
WN,M0665746,2018/08/04,1500,6.732,,,,,,,,
WN,M0665746,2018/08/11,1500,15.836,,,,,,,,
WN,M0665746,2018/08/18,1500,5.604,,,,,,,,
WN,M0665746,2018/08/25,1500,8.056,,,,,,,,
WN,M0665746,2018/09/01,1500,16.46,,,,,,,,
WN,M0665746,2018/09/08,1500,2.071,,,,,,,,
WN,M0665746,2018/09/15,1500,8.756,,,,,,,,
WN,M0665746,2018/09/22,1500,4.171,,,,,,,,
WN,M0665746,2018/09/29,1500,17.94,1500,15561,$0.00,5,$0.00,$0.00,$0.00,M0665746
WN,M0665746,2018/10/06,1500,11.179,,,,,,,,
WN,M0665746,2018/10/13,1500,6.518,,,,,,,,
WN,M0665746,2018/10/20,1500,8.865,,,,,,,,
WN,M0665746,2018/10/27,1500,5.6,,,,,,,,
WN,M0665746,2018/11/03,1500,12.474,,,,,,,,
WN,M0665746,2018/11/10,1500,8.509,,,,,,,,
WN,M0665746,2018/11/17,1500,1.4,,,,,,,,
WN,M0665746,2018/11/24,1500,4.9,,,,,,,,
WN,M0665746,2018/12/01,1500,4.414,,,,,,,,
WN,M0665746,2018/12/08,1500,5.009,,,,,,,,
WN,M0665746,2018/12/15,1500,3.471,,,,,,,,
WN,M0665746,2018/12/22,1500,6.061,,,,,,,,
WN,M0665746,2018/12/29,1500,4.661,,,,,,,,
WN,M0665746,2019/01/05,1500,3.504,,,,,,,,
WN,M0665746,2019/01/12,1500,11.389,,,,,,,,
WN,M0665746,2019/01/19,1500,4.414,,,,,,,,
WN,M0665746,2019/01/26,1500,8.099,,,,,,,,
WN,M0665746,2019/02/02,1500,10.236,,,,,,,,
WN,M0665746,2019/02/09,1500,9.209,,,,,,,,
WN,M0665746,2019/02/16,1500,3.152,,,,,,,,
