completed_work.PROGRAM_KEY,WORKCENTER,completed_work.WEEK_ENDING,PLANT_KEY,SumOfTOTAL_PLANNED_HRS,SITE_CD,SumOfTOTAL_COST_AMT,SumOfTOTAL_HRS,SumOfDEFECT_QTY,SumOfREWORK_HRS,SumOfREPAIR_HRS,SumOfREFAB_HRS,RESP_WORKCENTER
BW,J0222103,2018/10/27,1400,104.528,,,,,,,,
BW,J0222103,2018/11/03,1400,209.061,,,,,,,,
BW,J0222103,2018/11/10,1400,135.079,1400,384,$0.44,1,$0.00,$0.44,$0.00,J0222103
BW,J0222103,2018/11/17,1400,54.515,1400,346,$0.00,1,$0.00,$0.00,$0.00,J0222103
BW,J0222103,2018/11/24,1400,119.392,,,,,,,,
BW,J0222103,2018/12/01,1400,93.816,,,,,,,,
BW,J0222103,2018/12/08,1400,171.832,,,,,,,,
BW,J0222103,2018/12/15,1400,199.909,,,,,,,,
BW,J0222103,2018/12/22,1400,72.284,,,,,,,,
BW,J0222103,2018/12/29,1400,177.024,,,,,,,,
BW,J0222103,2019/01/05,1400,78.328,,,,,,,,
BW,J0222103,2019/01/12,1400,58.723,,,,,,,,
BW,J0222103,2019/01/19,1400,146.904,,,,,,,,
BW,J0222103,2019/01/26,1400,127.095,1400,0,$0.00,1,$0.00,$0.00,$0.00,J0222103
BW,J0222103,2019/02/02,1400,48.808,,,,,,,,
BW,J0222103,2019/02/09,1400,171.614,1400,0,$0.00,1,$0.00,$0.00,$0.00,J0222103
BW,J0222103,2019/02/16,1400,43.954,,,,,,,,
BW,J0222103,2019/02/23,1400,73.851,,,,,,,,
BW,J0222103,2019/03/02,1400,139.879,1400,1835,$5.24,5,$0.00,$5.24,$0.00,J0222103
BW,J0222103,2019/03/09,1400,115.403,,,,,,,,
BW,J0222103,2019/03/16,1400,114.585,,,,,,,,
BW,J0222103,2019/03/23,1400,169.325,1400,375,$0.34,1,$0.00,$0.34,$0.00,J0222103
BW,J0222103,2019/03/30,1400,106.622,,,,,,,,
BW,J0222103,2019/04/06,1400,125.164,1400,470,$1.45,4,$0.80,$0.65,$0.00,J0222103
BW,J0222103,2019/04/13,1400,101.846,1400,1286,$0.00,6,$0.00,$0.00,$0.00,J0222103
BW,J0222103,2019/04/20,1400,83.505,,,,,,,,
BW,J0222103,2019/04/27,1400,138.528,,,,,,,,
BW,J0222103,2019/05/04,1400,127.295,,,,,,,,
BW,J0222103,2019/05/11,1400,151.18,,,,,,,,
BW,J0222103,2019/05/18,1400,121.848,,,,,,,,
BW,J0222103,2019/05/25,1400,33.289,,,,,,,,
BW,J0222103,2019/06/01,1400,25.357,,,,,,,,
BW,J0222103,2019/06/08,1400,75.07,,,,,,,,
BW,J0222103,2019/06/15,1400,98.417,1400,346,$0.00,6,$0.00,$0.00,$0.00,J0222103
BW,J0222103,2019/06/22,1400,72.715,1400,384,$0.44,3,$0.00,$0.44,$0.00,J0222103
BW,J0222103,2019/06/29,1400,189.913,1400,565,$2.55,6,$0.00,$2.55,$0.00,J0222103
BW,J0222103,2019/07/06,1400,61.597,,,,,,,,
BW,J0222103,2019/07/13,1400,53.614,,,,,,,,
BW,J0222103,2019/07/20,1400,4.446,1400,391,$0.52,3,$0.00,$0.52,$0.00,J0222103
BW,J0222103,2019/07/27,1400,48.645,1400,1596,$2.59,21,$0.47,$2.12,$0.00,J0222103
BW,J0222103,2019/08/03,1400,22.527,,,,,,,,
BW,J0222201,2018/01/06,1400,118.997,,,,,,,,
BW,J0222201,2018/01/13,1400,155.138,1400,368,$0.25,1,$0.00,$0.25,$0.00,J0222201
BW,J0222201,2018/01/20,1400,109.716,,,,,,,,
BW,J0222201,2018/01/27,1400,74.735,1400,0,$0.00,2,$0.00,$0.00,$0.00,J0222201
BW,J0222201,2018/02/03,1400,110.558,1400,398,$0.60,1,$0.00,$0.60,$0.00,J0222201
BW,J0222201,2018/02/10,1400,119.502,1400,505,$1.85,6,$0.00,$1.85,$0.00,J0222201
BW,J0222201,2018/02/17,1400,150.464,1400,0,$0.00,2,$0.00,$0.00,$0.00,J0222201
BW,J0222201,2018/02/24,1400,126.405,1400,384,$0.44,1,$0.00,$0.44,$0.00,J0222201
BW,J0222201,2018/03/03,1400,30.936,1400,432,$1.00,2,$0.00,$1.00,$0.00,J0222201
BW,J0222201,2018/03/10,1400,121.248,,,,,,,,
BW,J0222201,2018/03/17,1400,89.613,,,,,,,,
BW,J0222201,2018/03/24,1400,124.761,,,,,,,,
BW,J0222201,2018/03/31,1400,143.253,,,,,,,,
BW,J0222201,2018/04/07,1400,110.726,1400,368,$0.25,1,$0.00,$0.25,$0.00,J0222201
BW,J0222201,2018/04/14,1400,73.818,1400,346,$0.00,2,$0.00,$0.00,$0.00,J0222201
BW,J0222201,2018/04/21,1400,149.876,,,,,,,,
BW,J0222201,2018/04/28,1400,173.455,,,,,,,,
BW,J0222201,2018/05/05,1400,158.227,,,,,,,,
BW,J0222201,2018/05/12,1400,144.775,1400,404,$0.67,1,$0.00,$0.67,$0.00,J0222201
BW,J0222201,2018/05/19,1400,167.435,1400,730,$0.44,4,$0.00,$0.44,$0.00,J0222201
BW,J0222201,2018/05/26,1400,164.433,1400,394,$0.56,1,$0.00,$0.56,$0.00,J0222201
BW,J0222201,2018/06/02,1400,111.68,1400,99,$0.00,1,$0.00,$0.00,$0.00,J0222201
BW,J0222201,2018/06/09,1400,154.286,,,,,,,,
BW,J0222201,2018/06/16,1400,154.888,,,,,,,,
BW,J0222201,2018/06/23,1400,161.518,1400,0,$0.00,1,$0.00,$0.00,$0.00,J0222201
BW,J0222201,2018/06/30,1400,152.087,,,,,,,,
BW,J0222201,2018/07/07,1400,32.609,,,,,,,,
BW,J0222201,2018/07/14,1400,140.934,,,,,,,,
BW,J0222201,2018/07/21,1400,175.507,,,,,,,,
BW,J0222201,2018/07/28,1400,139.729,,,,,,,,
BW,J0222201,2018/08/04,1400,65.993,,,,,,,,
BW,J0222201,2018/08/11,1400,157.285,,,,,,,,
BW,J0222201,2018/08/18,1400,129.992,,,,,,,,
BW,J0222201,2018/08/25,1400,165.015,,,,,,,,
BW,J0222201,2018/09/01,1400,102.761,,,,,,,,
BW,J0222201,2018/09/08,1400,124.97,,,,,,,,
BW,J0222201,2018/09/15,1400,133.428,,,,,,,,
BW,J0222201,2018/09/22,1400,85.636,,,,,,,,
BW,J0222201,2018/09/29,1400,165.564,,,,,,,,
BW,J0222201,2018/10/06,1400,135.853,1400,1296,$3.00,3,$0.00,$3.00,$0.00,J0222201
BW,J0222201,2018/10/13,1400,170.557,,,,,,,,
BW,J0222201,2018/10/20,1400,173.68,,,,,,,,
BW,J0222201,2018/10/27,1400,127.434,,,,,,,,
BW,J0222201,2018/11/03,1400,156.29,,,,,,,,
BW,J0222201,2018/11/10,1400,105.172,1400,805,$1.31,2,$0.00,$1.31,$0.00,J0222201
BW,J0222201,2018/11/17,1400,101.567,,,,,,,,
BW,J0222201,2018/11/24,1400,111.289,,,,,,,,
BW,J0222201,2018/12/01,1400,129.108,,,,,,,,
BW,J0222201,2018/12/08,1400,177.676,,,,,,,,
BW,J0222201,2018/12/15,1400,123.096,,,,,,,,
BW,J0222201,2018/12/22,1400,115.67,,,,,,,,
BW,J0222201,2018/12/29,1400,63.679,,,,,,,,
BW,J0222201,2019/01/05,1400,114.861,,,,,,,,
BW,J0222201,2019/01/12,1400,137.415,,,,,,,,
BW,J0222201,2019/01/19,1400,159.984,,,,,,,,
BW,J0222201,2019/01/26,1400,186.608,,,,,,,,
BW,J0222201,2019/02/02,1400,135.058,,,,,,,,
BW,J0222201,2019/02/09,1400,117.672,,,,,,,,
BW,J0222201,2019/02/16,1400,140.831,1400,0,$0.00,1,$0.00,$0.00,$0.00,J0222201
BW,J0222201,2019/02/23,1400,152.529,,,,,,,,
BW,J0222201,2019/03/02,1400,187.939,1400,864,$2.00,2,$0.00,$2.00,$0.00,J0222201
BW,J0222201,2019/03/09,1400,121.406,,,,,,,,
BW,J0222201,2019/03/16,1400,115.959,,,,,,,,
BW,J0222201,2019/03/23,1400,186.653,,,,,,,,
BW,J0222201,2019/03/30,1400,176.203,1400,432,$1.00,1,$0.00,$1.00,$0.00,J0222201
BW,J0222201,2019/04/06,1400,146.396,,,,,,,,
BW,J0222201,2019/04/13,1400,101.396,,,,,,,,
BW,J0222201,2019/04/20,1400,109.119,1400,432,$1.00,1,$0.00,$1.00,$0.00,J0222201
BW,J0222201,2019/04/27,1400,138.816,,,,,,,,
BW,J0222201,2019/05/04,1400,76.009,,,,,,,,
BW,J0222201,2019/05/11,1400,129.78,,,,,,,,
BW,J0222201,2019/05/18,1400,146.577,1400,384,$0.44,1,$0.00,$0.44,$0.00,J0222201
BW,J0222201,2019/05/25,1400,127.054,,,,,,,,
BW,J0222201,2019/06/01,1400,81.66,,,,,,,,
BW,J0222201,2019/06/08,1400,123.814,,,,,,,,
BW,J0222201,2019/06/15,1400,77.776,1400,346,$0.00,3,$0.00,$0.00,$0.00,J0222201
BW,J0222201,2019/06/22,1400,108.677,,,,,,,,
BW,J0222201,2019/06/29,1400,108.967,1400,439,$1.08,1,$0.00,$1.08,$0.00,J0222201
BW,J0222201,2019/07/06,1400,127.649,,,,,,,,
BW,J0222201,2019/07/13,1400,150.585,,,,,,,,
BW,J0222201,2019/07/20,1400,73.912,1400,0,$0.00,6,$0.00,$0.00,$0.00,J0222201
BW,J0222201,2019/07/27,1400,97.182,,,,,,,,
BW,J0222301,2018/01/06,1400,260.911,,,,,,,,
BW,J0222301,2018/01/13,1400,238.328,,,,,,,,
BW,J0222301,2018/01/20,1400,206.01,,,,,,,,
BW,J0222301,2018/01/27,1400,169.92,,,,,,,,
BW,J0222301,2018/02/03,1400,227.011,1400,533,$2.18,3,$0.00,$2.18,$0.00,J0222301
BW,J0222301,2018/02/10,1400,223.985,,,,,,,,
BW,J0222301,2018/02/17,1400,246.534,1400,346,$0.00,1,$0.00,$0.00,$0.00,J0222301
BW,J0222301,2018/02/24,1400,176.726,,,,,,,,
BW,J0222301,2018/03/03,1400,245.069,1400,470,$1.44,2,$0.44,$1.00,$0.00,J0222301
BW,J0222301,2018/03/10,1400,219.344,,,,,,,,
BW,J0222301,2018/03/17,1400,188.322,,,,,,,,
BW,J0222301,2018/03/24,1400,238.464,,,,,,,,
BW,J0222301,2018/03/31,1400,208.29,,,,,,,,
BW,J0222301,2018/04/07,1400,154.435,,,,,,,,
BW,J0222301,2018/04/14,1400,248.717,,,,,,,,
BW,J0222301,2018/04/21,1400,216.504,1400,384,$0.44,1,$0.00,$0.44,$0.00,J0222301
BW,J0222301,2018/04/28,1400,229.427,1400,346,$0.00,1,$0.00,$0.00,$0.00,J0222301
BW,J0222301,2018/05/05,1400,257.498,1400,518,$2.00,2,$0.00,$2.00,$0.00,J0222301
BW,J0222301,2018/05/12,1400,326.339,,,,,,,,
BW,J0222301,2018/05/19,1400,310.857,,,,,,,,
BW,J0222301,2018/05/26,1400,255.966,,,,,,,,
BW,J0222301,2018/06/02,1400,120.297,,,,,,,,
BW,J0222301,2018/06/09,1400,98.313,,,,,,,,
BW,J0222301,2018/06/16,1400,224.871,1400,93,$1.08,1,$1.08,$0.00,$0.00,J0222301
BW,J0222301,2018/06/23,1400,209.5,1400,748,$0.65,5,$0.00,$0.65,$0.00,J0222301
BW,J0222301,2018/06/30,1400,289.25,1400,528,$0.00,1,$0.00,$0.00,$0.00,J0222301
BW,J0222301,2018/07/07,1400,212.115,,,,,,,,
BW,J0222301,2018/07/14,1400,192.968,1400,1113,$0.69,3,$0.00,$0.69,$0.00,J0222301
BW,J0222301,2018/07/21,1400,118.587,1400,398,$0.60,1,$0.00,$0.60,$0.00,J0222301
BW,J0222301,2018/07/28,1400,266.117,1400,402,$0.65,1,$0.00,$0.65,$0.00,J0222301
BW,J0222301,2018/08/04,1400,235.159,1400,474,$1.49,6,$0.00,$1.49,$0.00,J0222301
BW,J0222301,2018/08/11,1400,171.689,,,,,,,,
BW,J0222301,2018/08/18,1400,264.548,,,,,,,,
BW,J0222301,2018/08/25,1400,283.034,,,,,,,,
BW,J0222301,2018/09/01,1400,254.46,1400,1227,$2.20,3,$0.00,$2.20,$0.00,J0222301
BW,J0222301,2018/09/08,1400,127.173,1400,1560,$2.03,4,$0.00,$2.03,$0.00,J0222301
BW,J0222301,2018/09/15,1400,246.909,1400,346,$0.00,1,$0.00,$0.00,$0.00,J0222301
BW,J0222301,2018/09/22,1400,231.02,1400,518,$2.00,2,$0.00,$2.00,$0.00,J0222301
BW,J0222301,2018/09/29,1400,292.107,,,,,,,,
BW,J0222301,2018/10/06,1400,224.048,1400,439,$1.08,1,$0.00,$1.08,$0.00,J0222301
BW,J0222301,2018/10/13,1400,229.328,,,,,,,,
BW,J0222301,2018/10/20,1400,204.282,,,,,,,,
BW,J0222301,2018/10/27,1400,230.779,1400,38,$0.44,1,$0.44,$0.00,$0.00,J0222301
BW,J0222301,2018/11/03,1400,244.646,1400,833,$1.64,2,$0.00,$1.64,$0.00,J0222301
BW,J0222301,2018/11/10,1400,263.692,,,,,,,,
BW,J0222301,2018/11/17,1400,192.33,,,,,,,,
BW,J0222301,2018/11/24,1400,220.065,,,,,,,,
BW,J0222301,2018/12/01,1400,187.75,,,,,,,,
BW,J0222301,2018/12/08,1400,316.283,,,,,,,,
BW,J0222301,2018/12/15,1400,300.215,,,,,,,,
BW,J0222301,2018/12/22,1400,230.329,,,,,,,,
BW,J0222301,2018/12/29,1400,99.903,,,,,,,,
BW,J0222301,2019/01/05,1400,137.694,,,,,,,,
BW,J0222301,2019/01/12,1400,328.189,,,,,,,,
BW,J0222301,2019/01/19,1400,197.581,1400,757,$0.75,2,$0.00,$0.75,$0.00,J0222301
BW,J0222301,2019/01/26,1400,259.261,1400,398,$0.60,1,$0.00,$0.60,$0.00,J0222301
BW,J0222301,2019/02/02,1400,233.923,1400,368,$0.25,1,$0.00,$0.25,$0.00,J0222301
BW,J0222301,2019/02/09,1400,275.035,,,,,,,,
BW,J0222301,2019/02/16,1400,185.949,1400,810,$1.37,4,$0.00,$1.37,$0.00,J0222301
BW,J0222301,2019/02/23,1400,181.355,1400,384,$0.44,1,$0.00,$0.44,$0.00,J0222301
BW,J0222301,2019/03/02,1400,185.448,1400,373,$0.31,1,$0.00,$0.31,$0.00,J0222301
BW,J0222301,2019/03/09,1400,120.265,,,,,,,,
BW,J0222301,2019/03/16,1400,105.277,,,,,,,,
BW,J0222301,2019/03/23,1400,212.41,,,,,,,,
BW,J0222301,2019/03/30,1400,247.911,,,,,,,,
BW,J0222301,2019/04/06,1400,224.388,1400,346,$0.00,1,$0.00,$0.00,$0.00,J0222301
BW,J0222301,2019/04/13,1400,227.157,,,,,,,,
BW,J0222301,2019/04/20,1400,221.869,1400,655,$3.59,16,$0.00,$3.59,$0.00,J0222301
BW,J0222301,2019/04/27,1400,198.37,,,,,,,,
BW,J0222301,2019/05/04,1400,162.877,1400,0,$0.00,1,$0.00,$0.00,$0.00,J0222301
BW,J0222301,2019/05/11,1400,186.056,1400,384,$0.44,1,$0.00,$0.44,$0.00,J0222301
BW,J0222301,2019/05/18,1400,226.258,1400,404,$0.67,1,$0.00,$0.67,$0.00,J0222301
BW,J0222301,2019/05/25,1400,162.292,,,,,,,,
BW,J0222301,2019/06/01,1400,135.385,,,,,,,,
BW,J0222301,2019/06/08,1400,264.076,1400,394,$0.56,1,$0.00,$0.56,$0.00,J0222301
BW,J0222301,2019/06/15,1400,120.506,,,,,,,,
BW,J0222301,2019/06/22,1400,214.963,,,,,,,,
BW,J0222301,2019/06/29,1400,156.328,,,,,,,,
BW,J0222301,2019/07/06,1400,129.117,,,,,,,,
BW,J0222301,2019/07/13,1400,77.62,1400,445,$1.15,2,$0.00,$1.15,$0.00,J0222301
BW,J0222301,2019/07/20,1400,43.352,1400,0,$0.00,1,$0.00,$0.00,$0.00,J0222301
BW,J0222301,2019/07/27,1400,161.723,,,,,,,,
BW,J0222301,2019/08/03,1400,5.987,,,,,,,,
BW,J0222401,2018/01/06,1400,91.247,,,,,,,,
BW,J0222401,2018/01/13,1400,64.632,1400,0,$0.00,2,$0.00,$0.00,$0.00,J0222401
BW,J0222401,2018/01/20,1400,111.918,,,,,,,,
BW,J0222401,2018/01/27,1400,92.756,,,,,,,,
BW,J0222401,2018/02/03,1400,73.698,,,,,,,,
BW,J0222401,2018/02/10,1400,73.834,1400,110,$1.28,5,$1.28,$0.00,$0.00,J0222401
BW,J0222401,2018/02/17,1400,66.879,,,,,,,,
BW,J0222401,2018/02/24,1400,83.74,1400,0,$0.00,2,$0.00,$0.00,$0.00,J0222401
BW,J0222401,2018/03/03,1400,75.992,,,,,,,,
BW,J0222401,2018/03/10,1400,81.447,,,,,,,,
BW,J0222401,2018/03/17,1400,40.759,,,,,,,,
BW,J0222401,2018/03/24,1400,95.261,1400,0,$0.00,1,$0.00,$0.00,$0.00,J0222401
BW,J0222401,2018/03/31,1400,49.829,1400,0,$0.00,1,$0.00,$0.00,$0.00,J0222401
BW,J0222401,2018/04/07,1400,28.208,,,,,,,,
BW,J0222401,2018/04/14,1400,55.63,,,,,,,,
BW,J0222401,2018/04/21,1400,69.247,,,,,,,,
BW,J0222401,2018/04/28,1400,77.455,,,,,,,,
BW,J0222401,2018/05/05,1400,45.729,1400,0,$0.00,1,$0.00,$0.00,$0.00,J0222401
BW,J0222401,2018/05/12,1400,75.823,,,,,,,,
BW,J0222401,2018/05/19,1400,103.837,,,,,,,,
BW,J0222401,2018/05/26,1400,89.659,1400,0,$0.00,1,$0.00,$0.00,$0.00,J0222401
BW,J0222401,2018/06/02,1400,63.578,,,,,,,,
BW,J0222401,2018/06/09,1400,51.875,1400,0,$0.00,1,$0.00,$0.00,$0.00,J0222401
BW,J0222401,2018/06/16,1400,28.907,,,,,,,,
BW,J0222401,2018/06/23,1400,92.065,,,,,,,,
BW,J0222401,2018/06/30,1400,80.74,1400,0,$0.00,1,$0.00,$0.00,$0.00,J0222401
BW,J0222401,2018/07/07,1400,73.182,,,,,,,,
BW,J0222401,2018/07/14,1400,55.504,1400,346,$0.00,1,$0.00,$0.00,$0.00,J0222401
BW,J0222401,2018/07/21,1400,1.974,1400,0,$0.00,1,$0.00,$0.00,$0.00,J0222401
BW,J0222401,2018/07/28,1400,95.381,,,,,,,,
BW,J0222401,2018/08/04,1400,61.99,,,,,,,,
BW,J0222401,2018/08/11,1400,56.96,,,,,,,,
BW,J0222401,2018/08/18,1400,69.088,1400,0,$0.00,2,$0.00,$0.00,$0.00,J0222401
BW,J0222401,2018/08/25,1400,146.358,,,,,,,,
BW,J0222401,2018/09/01,1400,54.177,,,,,,,,
BW,J0222401,2018/09/08,1400,71.299,,,,,,,,
BW,J0222401,2018/09/15,1400,73.307,1400,0,$0.00,2,$0.00,$0.00,$0.00,J0222401
BW,J0222401,2018/09/22,1400,63.538,1400,0,$0.00,1,$0.00,$0.00,$0.00,J0222401
BW,J0222401,2018/09/29,1400,124.042,,,,,,,,
BW,J0222401,2018/10/06,1400,66.828,,,,,,,,
BW,J0222401,2018/10/13,1400,62.491,,,,,,,,
BW,J0222401,2018/10/20,1400,57.833,1400,0,$0.00,1,$0.00,$0.00,$0.00,J0222401
BW,J0222401,2018/10/27,1400,51.59,,,,,,,,
BW,J0222401,2018/11/03,1400,80.546,,,,,,,,
BW,J0222401,2018/11/10,1400,74.062,,,,,,,,
BW,J0222401,2018/11/17,1400,105.379,,,,,,,,
BW,J0222401,2018/11/24,1400,106.53,,,,,,,,
BW,J0222401,2018/12/01,1400,58.364,1400,0,$0.00,2,$0.00,$0.00,$0.00,J0222401
BW,J0222401,2018/12/08,1400,54.869,,,,,,,,
BW,J0222401,2018/12/15,1400,49.715,,,,,,,,
BW,J0222401,2018/12/22,1400,51.334,,,,,,,,
BW,J0222401,2018/12/29,1400,26.841,,,,,,,,
BW,J0222401,2019/01/05,1400,38.42,,,,,,,,
BW,J0222401,2019/01/12,1400,49.282,,,,,,,,
BW,J0222401,2019/01/19,1400,57.985,,,,,,,,
BW,J0222401,2019/01/26,1400,39.064,,,,,,,,
BW,J0222401,2019/02/02,1400,50.136,,,,,,,,
BW,J0222401,2019/02/09,1400,55.796,,,,,,,,
BW,J0222401,2019/02/16,1400,46.775,,,,,,,,
BW,J0222401,2019/02/23,1400,79.434,,,,,,,,
BW,J0222401,2019/03/02,1400,72.984,,,,,,,,
BW,J0222401,2019/03/09,1400,69.04,,,,,,,,
BW,J0222401,2019/03/16,1400,44.8,,,,,,,,
BW,J0222401,2019/03/23,1400,47.604,1400,407,$0.71,1,$0.00,$0.71,$0.00,J0222401
BW,J0222401,2019/03/30,1400,53.307,,,,,,,,
BW,J0222401,2019/04/06,1400,36.552,,,,,,,,
BW,J0222401,2019/04/13,1400,70.656,,,,,,,,
BW,J0222401,2019/04/20,1400,43.453,,,,,,,,
BW,J0222401,2019/04/27,1400,56.511,,,,,,,,
BW,J0222401,2019/05/04,1400,62.209,,,,,,,,
BW,J0222401,2019/05/11,1400,31.687,,,,,,,,
BW,J0222401,2019/05/18,1400,76.5,1400,398,$0.60,1,$0.00,$0.60,$0.00,J0222401
BW,J0222401,2019/05/25,1400,93.275,,,,,,,,
BW,J0222401,2019/06/01,1400,81.595,,,,,,,,
BW,J0222401,2019/06/08,1400,91.26,,,,,,,,
BW,J0222401,2019/06/15,1400,30.381,,,,,,,,
BW,J0222401,2019/06/29,1400,5.406,,,,,,,,
BW,J0222401,2019/07/06,1400,46.173,,,,,,,,
BW,J0222401,2019/07/13,1400,45.732,,,,,,,,
BW,J0222401,2019/07/20,1400,42.116,,,,,,,,
BW,J0222401,2019/07/27,1400,39.178,1400,0,$0.00,1,$0.00,$0.00,$0.00,J0222401
BW,J0222401,2019/08/03,1400,2.25,,,,,,,,
BW,J0222402,2018/01/06,1400,51.417,1400,412,$0.77,10,$0.00,$0.77,$0.00,J0222402
BW,J0222402,2018/01/13,1400,81.739,1400,0,$0.00,18,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/01/20,1400,210.045,1400,0,$0.00,23,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/01/27,1400,82.985,1400,384,$0.44,6,$0.00,$0.44,$0.00,J0222402
BW,J0222402,2018/02/03,1400,101.097,1400,0,$0.00,16,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/02/10,1400,316.814,,,,,,,,
BW,J0222402,2018/02/17,1400,69.029,1400,0,$0.00,2,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/02/24,1400,248.118,1400,0,$0.00,14,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/03/03,1400,26.39,1400,0,$0.00,23,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/03/10,1400,193.349,1400,0,$0.00,33,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/03/17,1400,56.155,1400,431,$0.00,3,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/03/24,1400,52.216,1400,384,$0.44,1,$0.00,$0.44,$0.00,J0222402
BW,J0222402,2018/03/31,1400,198.659,1400,0,$0.00,4,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/04/07,1400,114.369,,,,,,,,
BW,J0222402,2018/04/14,1400,234.909,1400,0,$0.00,6,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/04/21,1400,65.039,1400,0,$0.00,7,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/04/28,1400,71.823,1400,0,$0.00,9,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/05/05,1400,181.666,1400,0,$0.00,6,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/05/12,1400,65.177,1400,0,$0.00,10,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/05/19,1400,38.129,1400,0,$0.00,34,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/05/26,1400,17.886,1400,0,$0.00,2,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/06/02,1400,241.56,1400,0,$0.00,2,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/06/09,1400,170.51,1400,0,$0.00,5,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/06/16,1400,75.993,1400,0,$0.00,1,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/06/23,1400,37.978,1400,0,$0.00,3,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/06/30,1400,44.153,1400,0,$0.00,5,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/07/07,1400,7.285,,,,,,,,
BW,J0222402,2018/07/14,1400,185.727,1400,0,$0.00,31,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/07/21,1400,65.322,1400,0,$0.00,22,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/07/28,1400,83.039,1400,0,$0.00,17,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/08/04,1400,170.473,1400,0,$0.00,10,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/08/11,1400,74.831,1400,412,$0.77,26,$0.00,$0.77,$0.00,J0222402
BW,J0222402,2018/08/18,1400,51.34,1400,0,$0.00,13,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/08/25,1400,250.863,1400,0,$0.00,3,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/09/01,1400,133.984,1400,0,$0.00,10,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/09/08,1400,119.587,1400,390,$0.51,29,$0.00,$0.51,$0.00,J0222402
BW,J0222402,2018/09/15,1400,96.528,,,,,,,,
BW,J0222402,2018/09/22,1400,69.75,1400,780,$1.02,18,$0.00,$1.02,$0.00,J0222402
BW,J0222402,2018/09/29,1400,294.598,1400,390,$0.51,9,$0.00,$0.51,$0.00,J0222402
BW,J0222402,2018/10/06,1400,76.624,1400,0,$0.00,10,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/10/13,1400,51.427,,,,,,,,
BW,J0222402,2018/10/20,1400,219.546,1400,0,$0.00,5,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/10/27,1400,80.174,1400,0,$0.00,10,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/11/03,1400,59.205,1400,0,$0.00,8,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/11/10,1400,151.554,1400,0,$0.00,25,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/11/17,1400,16.403,1400,0,$0.00,4,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/11/24,1400,13.367,,,,,,,,
BW,J0222402,2018/12/01,1400,168.929,1400,0,$0.00,6,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/12/08,1400,95.26,1400,0,$0.00,5,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/12/15,1400,155.104,1400,0,$0.00,3,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/12/22,1400,50.345,1400,0,$0.00,5,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2018/12/29,1400,19.407,1400,0,$0.00,9,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2019/01/05,1400,63.277,1400,0,$0.00,22,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2019/01/12,1400,120.97,1400,390,$0.51,13,$0.00,$0.51,$0.00,J0222402
BW,J0222402,2019/01/19,1400,69.309,1400,390,$0.51,5,$0.00,$0.51,$0.00,J0222402
BW,J0222402,2019/01/26,1400,242.031,1400,1156,$1.36,7,$0.00,$1.36,$0.00,J0222402
BW,J0222402,2019/02/02,1400,37.449,,,,,,,,
BW,J0222402,2019/02/09,1400,114.142,1400,0,$0.00,10,$0.00,$0.00,$0.00,J0222402
BW,J0222402,2019/02/16,1400,90.653,1400,0,$0.00,3,$0.00,$0.00,$0.00,J0222402
